	site_number	state	runway_id	runway_length	runway_width	runway_surface_type_cond	runway_surface_treatment	edge_lights_intensity	base_end_id	base_true_alignment	base_ils_type	base_right_pattern	base_markings_type	base_markings_cond	base_latitude	base_latitude_s	base_longitude	base_longitude_s	base_elevation	base_crossing_height	base_glide_path_angle	base_displaced_length	base_vasi	base_centerline_lights	base_touchdown_lights	base_object	base_object_height	reciprocal_end_id	rcpr_true_alignment	rcpr_ils_type	rcpr_right_pattern	rcpr_markings_type	rcpr_markings_cond	rcpr_latitude	rcpr_latitude_s	rcpr_longitude	rcpr_longitude_s	rcpr_elevation	rcpr_crossing_height	rcpr_glide_path_angle	rcpr_displaced_length	rcpr_vasi	rcpr_centerline_lights	rcpr_touchdown_lights	rcpr_object	rcpr_object_height	runway_capacity_lbs_sw	runway_capacity_lbs_dw	runway_capacity_lbs_dt	runway_capacity_lbs_ddt	base_tora	base_toda	base_asda	base_lda	rcpr_tora	rcpr_toda	rcpr_asda	rcpr_lda
20893	26141.01*H	WA	'H1	60	60	CONC-F		PERI	H1				NONE	G	46-42-41.9000N	168161.9000N	122-59-08.5400W	442748.5400W	185.0																																							
20894	26142.*A	WA	'07/25	2300	80	TURF			07																	PLINE	30.0	25																	FENCE	60.0												
20895	26144.*A	WA	'16/34	5000	140	CONC-G		MED	16	178.0		True	NPI	G	46-41-01.9635N	168061.9635N	122-58-59.2703W	442739.2703W	170.9	35.0	3.0		P4L					34	358.0		False	BSC	G	46-40-12.6478N	168012.6478N	122-58-56.5067W	442736.5067W	176.3	41.0	3.5		V2L					30.0	30.0	85.0									
20896	26144.02*A	WA	'10/28	2100	80	TURF-G			10																	TOWER	275.0	28																														
20897	26144.1*A	WA	'16/34	2000	50	ASPH			16																	PLINE	40.0	34			True														TREES	80.0												
20898	26147.*A	WA	'02/20	3506	60	ASPH-G		MED	02			True	BSC	G	47-51-45.1961N	172305.1961N	119-56-51.5346W	431811.5346W	1254.3			448.0				ROAD	15.0	20			False	BSC	G	47-52-10.0620N	172330.0620N	119-56-15.7940W	431775.7940W	1263.1			199.0	P2L					12.0											
20899	26147.01*C	WA	'10W/28W	1000	100	WATER			10W																			28W																														
20900	26147.02*A	WA	'18/36	1850	40	ASPH-G			18			True																36																														
20901	26149.*A	WA	'18/36	2500	150	TURF			18																	PLINE	25.0	36																	PLINE	25.0												
20902	26149.17*A	WA	'18/36	600	150	ASPH-TURF			18																			36																														
20903	26149.19*A	WA	'03/21	2500	24	TURF			03																			21																														
20904	26150.*A	WA	'17/35	3446	48	ASPH-G		MED	17			True	BSC	P	48-19-07.4490N	173947.4490N	117-44-31.9070W	423871.9070W		63.0	4.0	230.0	P2R			TREE	11.0	35				BSC	P	48-18-33.9280N	173913.9280N	117-44-40.5040W	423880.5040W			3.0	101.0	P2L																
20905	26150.01*H	WA	'H1	50	50	ASPH		PERI	H1						48-16-40.8800N	173800.8800N	117-42-36.0700W	423756.0700W	1670.0																																							
20906	26156.01*H	WA	'H1	120	120	ASPH			H1																	BLDG	100.0																															
20907	26156.022*C	WA	'06W/24W	10000	2000	WATER		FLD	06W																			24W																														
20908	26156.022*C	WA	'H1	80	120	CONC			H1																																																	
20909	26156.023*H	WA	'H1	40	40	CONC		PERI	H1																																																	
20910	26157.*A	WA	'13L/31R	3800	125	DIRT-P			13L																	PLINE	23.0	31R			True										170.0				ROAD	10.0												
20911	26157.*A	WA	'13R/31L	2065	50	DIRT-P			13R			True														FENCE	4.0	31L																	ROAD	10.0												
20912	26159.*A	WA	'07/25	2379	60	ASPH-G		MED	07			True	BSC	G	47-11-38.8047N	169898.8047N	120-53-19.7356W	435199.7356W	1944.7	20.0	4.0		P2L					25			False	BSC	G	47-11-39.7430N	169899.7430N	120-52-45.3192W	435165.3192W	1937.6	20.0	4.0		P2L																
20913	26159.1*A	WA	'08/26	2055	30	ASPH-F			08			True	NSTD	P	47-10-40.8130N	169840.8130N	120-51-24.2840W	435084.2840W								TREES	72.0	26			False	NSTD	P	47-10-37.7710N	169837.7710N	120-50-54.8730W	435054.8730W								TREES	66.0												
20914	26161.17*A	WA	'07/25	820	40	TURF-F			07																	TREES	50.0	25																	TREES	50.0												
20915	26161.5*A	WA	'18/36	1600	200	DIRT			18																			36																														
20916	26162.*A	WA	'08/26	3209	60	ASPH-G		MED	08			False	BSC	G	46-51-31.4870N	168691.4870N	117-25-13.7770W	422713.7770W	2148.8			492.0				ROAD	13.0	26			False	BSC	G	46-51-31.2040N	168691.2040N	117-24-27.6070W	422667.6070W	2180.8			450.0				HILL	115.0	17.0				3209.0	3209.0	3209.0	2718.0	3209.0	3209.0	3209.0	2890.0
20917	26162.01*H	WA	'H1	28	28	ASPH-G			H1																																																	
20918	26162.1*A	WA	'14/32	3400	50	GRAVEL-F			14	151.0		False			46-40-36.4928N	168036.4928N	117-26-41.9156W	422801.9156W	670.0							TREES	55.0	32	331.0		False			46-40-07.2276N	168007.2276N	117-26-18.0245W	422778.0245W	702.0							HILL	2.0												
20919	26162.11*H	WA	'H1	50	50	CONC		PERI	H1						46-52-10.1700N	168730.1700N	117-22-33.6200W	422553.6200W	2250.0																																							
20920	26163.*A	WA	'05/23	3819	60	ASPH-F		NSTD	05	65.0		False	BSC	F	46-02-41.0840N	165761.0840N	118-25-26.4200W	426326.4200W	750.0				V2L	False	False			23	245.0		False	BSC	F	46-02-56.8770N	165776.8770N	118-24-37.2570W	426277.2570W	740.0				V2R	False	False	ROAD	15.0	12.0											
20921	26165.*A	WA	'01/19	2695	40	ASPH-F		MED	01			False	BSC	F	48-32-28.4360N	174748.4360N	117-53-12.8380W	424392.8380W	1869.0		4.0		P2L					19			False	BSC	F	48-32-49.5830N	174769.5830N	117-52-48.5460W	424368.5460W	1888.0			255.0				TREE	58.0	11.0											
20922	26165.03*H	WA	'H1	40	40	CONC-G		PERI	H1						48-32-26.9400N	174746.9400N	117-53-29.5300W	424409.5300W	1775.0																																							
20923	26165.04*A	WA	'12/30	900	50	GRVL-F			12																			30																														
20924	26165.05*A	WA	'07/25	2600	75	TURF-DIRT-F			07																	FENCE	4.0	25																	PLINE	50.0												
20925	26167.*A	WA	'07/25	2609	60	ASPH-G			07			True	BSC	G	48-31-47.5670N	174707.5670N	121-45-49.0280W	438349.0280W								TREES	41.0	25			False	BSC	G	48-31-47.2690N	174707.2690N	121-45-10.2640W	438310.2640W								TREES	44.0	12.0											
20926	26167.*A	WA	'H1	40	40	CONC-G			H1																																																	
20927	26168.1*A	WA	'07/25	3107	50	ASPH-G		NSTD	07			False		P	46-39-40.9100N	167980.9100N	118-50-12.5000W	427812.5000W	921.0									25			False		P	46-39-40.3100N	167980.3100N	118-49-27.9600W	427767.9600W	927.0				V2L			HILL	290.0	7.0											
20928	26168.8*A	WA	'07/25	1200	30	TURF			07																	FENCE	4.0	25																	TREES	150.0												
20929	26170.*A	WA	'14/32	3560	150	SAND-F			14	162.0		True			47-08-58.2000N	169738.2000N	124-11-29.2800W	447089.2800W	1.0							OTHER	2.0	32	342.0					47-08-24.7900N	169704.7900N	124-11-13.3300W	447073.3300W	1.0																				
20930	26172.5*H	WA	'H1	100	100	TURF			H1																																																	
20931	26172.61*A	WA	'07/25	2600	100	TURF			07																	FENCE	8.0	25																	TREES	35.0												
20932	26173.*A	WA	'07/25	2600	18	GRVL			07			False													False	POLE	33.0	25			False													False	FENCE	6.0												
20933	26174.*A	WA	'06/24	2500	80	TURF			06																	TREES	100.0	24																														
20934	26174.01*A	WA	'14/32	5400	200	CONC		MED	14			True																32			True																											
20935	26174.02*H	WA	'H1	40	40	ASPH-F		PERI	H1				NONE	F	48-12-47.1200N	173567.1200N	122-41-07.0100W	441667.0100W	156.0																																							
20936	26174.5*H	WA	'H1	12	12	TURF			H1																																																	
20937	26177.4*A	WA	'N/S	2135	80	TURF			N			False																S			False														BLDG													
20938	26180.*A	WA	'10/28	2491	40	ASPH-G		MED	10	111.0		False	BSC	G	48-15-35.3390N	173735.3390N	121-36-53.9600W	437813.9600W	544.0							FENCE	4.0	28	291.0		False	BSC	G	48-15-26.6710N	173726.6710N	121-36-19.5070W	437779.5070W	553.0							ROAD	15.0												
20939	26180.01*H	WA	'H1	200	50	TURF-F			H1				NONE	F	48-15-51.3930N	173751.3930N	121-35-30.4520W	437730.4520W	540.0																																							
20940	26180.02*H	WA	'H1	40	40	ASPH		PERI	H1						48-15-12.5100N	173712.5100N	121-36-30.4900W	437790.4900W	550.0																																							
20941	26181.*A	WA	'05/23	2740	50	ASPH-F		MED	05	73.0		False	BSC	P	47-39-06.7384N	171546.7384N	118-10-28.9049W	425428.9049W	2417.8									23	253.0		True	BSC	P	47-39-14.4833N	171554.4833N	118-09-50.5608W	425390.5608W	2418.1							TREE	37.0												
20942	26181.01*A	WA	'18/36	2600	60	TURF			18			True																36			False																											
20943	26182.8*A	WA	'15/33	2550	75	GRVL-TURF		LOW	15			False														HILL		33			True														BLDG													
20944	26182.91*A	WA	'01/19	1500	50	TURF			01			True																19			False																											
20945	26184.*A	WA	'05/23	3200	60	ASPH-G			05	61.0			BSC	F	47-57-43.4990N	172663.4990N	117-25-45.8310W	422745.8310W	2188.1									23	241.0			BSC	F	47-57-58.6835N	172678.6835N	117-25-04.6084W	422704.6084W	2183.1									12.5											
20946	26184.*A	WA	'16/34	6100	75	ASPH-G		MED	16	179.0		False	NPI	F	47-58-36.8983N	172716.8983N	117-25-52.3451W	422752.3451W	2210.7	38.0	3.5		P4L			TREES	60.0	34	359.0		False	NPI	F	47-57-36.7037N	172656.7037N	117-25-52.0415W	422752.0415W	2185.7	40.0	3.0		P4R					30.0	50.0										
20947	26184.02*A	WA	'07/25	1330	75	TURF			07																			25																	PLINE													
20948	26184.03*A	WA	'10/28	1800	75	TURF			10																	HILL	168.0	28																														
20949	26184.04*A	WA	'04/22	2200	60	TURF-F			04																	TREE	50.0	22																														
20950	26184.8*A	WA	'07/25	2200	80	TURF			07																	PLINE	50.0	25																	TREES	75.0												
20951	26184.9*H	WA	'H1	40	40	CONC-G		PERI	H1																																																	
20952	26185.*A	WA	'16/34	2500	120	TURF			16																			34																														
20953	26189.*A	WA	'09/27	2640	100	TURF-G		LOW	09	118.0		False			47-15-21.2680N	170121.2680N	121-11-24.7370W	436284.7370W	2225.0							TREES	41.0	27	298.0		False			47-15-08.8560N	170108.8560N	121-10-51.0910W	436251.0910W	2211.0							TREES	78.0												
20954	26190.*A	WA	'16/34	2901	60	ASPH-G	AFSC	MED	16	180.0		False	NPI	G	48-42-44.3230N	175364.3230N	122-54-38.0653W	442478.0653W	11.2	35.0	3.48		P4R			ROAD	10.0	34	0.0		True	NPI	G	48-42-15.7009N	175335.7009N	122-54-38.2151W	442478.2151W	34.7	26.0	4.0		P2L			TREES	128.0	12.5											
20955	26190.01*A	WA	'14/32	2700	300	TURF			14																			32			True																											
20956	26190.02*A	WA	'12/30	1200	45	TURF			12																			30																														
20957	26190.03*A	WA	'03/21	1171	24	TURF			03			True			48-38-56.2300N	175136.2300N	122-57-17.0900W	442637.0900W	112.0									21						48-39-06.3700N	175146.3700N	122-57-08.7300W	442628.7300W	113.0																				
20958	26190.5*H	WA	'H1	100	50	ASPH-F		LOW	H1				NONE	F	47-26-10.4570N	170770.4570N	120-16-46.2540W	433006.2540W	1250.0																																							
20959	26191.1*A	WA	'16/34	2990	36	ASPH-G		MED	16	185.0		True			46-52-32.6810N	168752.6810N	122-15-24.1997W	440124.1997W	843.0							TREES	106.0	34	5.0		False			46-52-03.2618N	168723.2618N	122-15-27.7576W	440127.7576W	841.0							GND	20.0												
20960	26191.5*H	WA	'H1	70	70	ASPH-F			H1				NONE	F	47-48-13.3480N	172093.3480N	122-20-03.4730W	440403.4730W	370.0																																							
20961	26193.1*A	WA	'04/22	4203	75	ASPH-G		MED	04	51.0		False	BSC	G	47-55-06.4061N	172506.4061N	119-05-22.9153W	428722.9153W	1588.7							HILL	490.0	22	231.0		True	BSC	G	47-55-32.3289N	172532.3289N	119-04-34.7624W	428674.7624W	1589.0							GND	30.0	26.0											
20962	26195.*A	WA	'07/25	5590	150	ASPH-G			07	88.0		False	BSC	G	47-01-52.9073N	169312.9073N	120-32-35.9024W	433955.9024W	1709.6							PLINE	35.0	25	268.0		False	BSC	G	47-01-54.8849N	169314.8849N	120-31-15.2608W	433875.2608W	1755.2									12.5											
20963	26195.*A	WA	'11/29	4300	150	CONC-G		MED	11	133.0		False	BSC	F	47-02-19.9068N	169339.9068N	120-32-06.6038W	433926.6038W	1763.2									29	313.0		False	BSC	F	47-01-50.9807N	169310.9807N	120-31-21.1819W	433881.1819W	1747.0	40.0	3.0		P4R					35.0	57.0	100.0									
20964	26195.01*H	WA	'H1	40	40	CONC-G		PERI	H1						46-59-15.5600N	169155.5600N	120-32-16.1500W	433936.1500W	1597.0																																							
20965	26195.03*A	WA	'15/33	2800	26	ASPH-GRVL			15																			33																														
20966	26195.04*A	WA	'14/32	1600	40	TURF			14																			32																														
20967	26195.06*A	WA	'14/32	2223	50	TURF-F			14																			32																														
20968	26195.1*A	WA	'16/34	2500	60	GRVL			16																			34																														
20969	26196.*A	WA	'07/25	2280	30	ASPH-F		NSTD	07	88.0		True	NSTD	P	46-59-25.4610N	169165.4610N	123-26-03.1930W	444363.1930W								TREES	40.0	25	268.0		False	NSTD	P	46-59-26.4260N	169166.4260N	123-25-30.3310W	444330.3310W				180.0				TREES	47.0												
20970	26196.01*A	WA	'11/29	1800	50	TURF			11			False														PLINES		29																														
20971	26196.1*A	WA	'09/27	1400	60	ASPH-TRTD-P			09																			27																	TREES	100.0												
20972	26201.*A	WA	'07/25	1800	25	TURF-GRVL			07			True												False	False	TREE		25			False										150.0		False	False	TREES													
20973	26201.2*A	WA	'10/28	1100	60	TURF			10																			28																														
20974	26201.21*H	WA	'H1	80	80	ASPH-G			H1																																																	
20975	26202.*A	WA	'10/28	2100	60	TURF-DIRT			10																	HILL	65.0	28																	HILL	100.0												
20976	26204.*A	WA	'03/21	5500	75	ASPH-G		MED	03	43.0		True	NPI	G	47-18-21.1100N	170301.1100N	119-31-18.8500W	430278.8500W	1261.4	40.0	3.0		P4L			GND	58.0	21	223.0		False	NPI	G	47-19-00.9900N	170340.9900N	119-30-24.7100W	430224.7100W	1275.5	40.0	3.0		P4L					30.0	60.0										
20977	26204.*A	WA	'04/22	3467	150	ASPH			04	42.0					47-18-24.0500N	170304.0500N	119-31-28.6300W	430288.6300W	1260.9									22	222.0		True			47-18-49.2600N	170329.2600N	119-30-54.6100W	430254.6100W	1261.5									12.0											
20978	26204.*A	WA	'11/29	3843	60	ASPH-G		MED	11	128.0		False	BSC	G	47-18-16.6398N	170296.6398N	119-31-26.2968W	430286.2968W	1261.3							GND	52.0	29	308.0		False	BSC	G	47-17-53.4435N	170273.4435N	119-30-42.1920W	430242.1920W	1257.3	40.0	3.0		P2L					12.0											
20979	26204.02*H	WA	'H1	50	50	CONC		PERI	H1						47-18-54.1200N	170334.1200N	119-32-50.2000W	430370.2000W	1300.0																																							
20980	26210.*A	WA	'11/29	4504	75	ASPH-F		MED	11	134.0			BSC	G	47-54-37.4797N	172477.4797N	122-17-12.3513W	440232.3513W	565.0	60.0	3.25	798.0	V2L			TREES	9.0	29	314.0			BSC	G	47-54-06.5309N	172446.5309N	122-16-24.9135W	440184.9135W	604.0	57.0	4.0		V2R			TREES	46.0	30.0											
20981	26210.*A	WA	'16L/34R	3004	75	ASPH-G		MED	16L	180.0			BSC	G	47-54-23.1294N	172463.1294N	122-16-18.0937W	440178.0937W	602.8							POLE	9.0	34R	360.0		True	BSC	G	47-53-53.4884N	172433.4884N	122-16-17.7654W	440177.7654W	599.7							POLE	25.0	12.5				3004.0	3004.0	3004.0	3004.0	3004.0	3004.0	3004.0	3004.0
20982	26210.*A	WA	'16R/34L	9010	150	ASPH-CONC-G	GRVD	HIGH	16R	179.0	ILS	True	PIR	G	47-55-16.8075N	172516.8075N	122-17-09.0638W	440229.0638W	562.6	74.0	3.0		P4R	True	True			34L	359.0			NPI	G	47-53-47.9027N	172427.9027N	122-17-07.0912W	440227.0912W	577.7	75.0	3.0		P4L	True		TREES	125.0	100.0	200.0	350.0	830.0	9010.0	9010.0	9010.0	9010.0	9010.0	9010.0	9010.0	9010.0
20983	26210.01*H	WA	'H1	45	40	CONC			H1																																																	
20984	26210.02*H	WA	'H1	100	100	CONC-G			H1				BSC	G																																												
20985	26210.03*A	WA	'16/34	1100	20	TURF-F			16																			34																														
20986	26210.13*A	WA	'07/25	2500	75	TURF			07																	BERM		25																	PLINES	60.0												
20987	26210.14*H	WA	'H1	200	130	ASPH-F			H1			False	NONE	F	47-58-46.3450N	172726.3450N	122-11-10.4840W	439870.4840W	10.0							BRIDGE-L																																
20988	26210.16*H	WA	'H1	50	50	CONC-F			H1						47-58-32.8000N	172712.8000N	122-13-02.1500W	439982.1500W	319.0																																							
20989	26210.17*H	WA	'H1	40	40	CONC			H1						47-59-58.5400N	172798.5400N	122-12-21.4800W	439941.4800W	296.0																																							
20990	26210.3*A	WA	'16/34	1800	50	TURF			16																			34																														
20991	26210.95*A	WA	'E/W	3000	25	ASPH-TURF			E			True																W			True														TREES													
20992	26211.9*A	WA	'15/33	2000	80	TURF			15																	TREES	60.0	33																														
20993	26211.91*A	WA	'07/25	2200	45	TURF			07																			25																	TREES	150.0												
20994	26212.5*A	WA	'14/32	2800	50	TURF-F			14																			32																														
20995	26213.*A	WA	'04/22	2400	75	ASPH-G		MED	04			False	BSC	F												TREES	45.0	22			True	BSC	F												TREE	80.0												
20996	26213.01*H	WA	'H1	40	40	ASPH-G		PERI	H1						47-56-47.2600N	172607.2600N	124-23-39.0700W	447819.0700W	290.0							POLE																																
20997	26216.*A	WA	'15/33	6124	150	ASPH		HIGH	15		ILS/DME		PIR	G	47-05-14.6396N	169514.6396N	122-35-00.7288W	441300.7288W	289.2	58.0	3.0		P4L			TOWER	114.0	33				PIR	G	47-04-15.7353N	169455.7353N	122-34-40.9158W	441280.9158W	300.4																				
20998	26216.1*H	WA	'H1	40	40	CONC			H1						47-06-35.4000N	169595.4000N	122-33-25.8000W	441205.8000W	300.0																																							
20999	26219.1*C	WA	'03W/21W	10000	2000	WATER			03W			False							0.0							HILL	250.0	21W			False							0.0																				
21000	26219.1*C	WA	'12W/30W	6000	1000	WATER			12W			False							0.0							HILL	450.0	30W			False							0.0							HILL	150.0												
21001	26219.12*A	WA	'E/W	2500	100	TURF			E			True														TREES		W																	TREES													
21002	26219.2*A	WA	'15/33	2100	60	GRAVEL-G		LOW	15			True														TREES		33			False														ROAD	10.0												
21003	26219.3*A	WA	'09/27	1560	50	DIRT			09																			27																	HILL	600.0												
21004	26219.4*A	WA	'16/34	3402	75	ASPH-G	GRVD	MED	16	177.0		True	BSC	G	48-31-35.8395N	174695.8395N	123-01-29.0329W	442889.0329W	112.7	43.0	4.0		P2R			BLDG	32.0	34	357.0		True	BSC	G	48-31-02.3160N	174662.3160N	123-01-26.4319W	442886.4319W	83.9	42.0	3.5		P4R			TREES	70.0	12.5											
21005	26219.7*A	WA	'17/35	3850	100	TURF-P			17																			35																														
21006	26220.77*H	WA	'H1	30	30	TURF			H1																																																	
21007	26220.78*H	WA	'H1	16	12	GRVL			H1				NSTD																																													
21008	26220.79*H	WA	'H1	36	36	ASPH		PERI	H1						47-21-07.9800N	170467.9800N	122-37-30.4700W	441450.4700W	326.0																																							
21009	26221.06*A	WA	'04/22	2116	145	TURF-F			04						46-01-23.2602N	165683.2602N	121-16-42.1968W	436602.1968W	1901.0							FENCE	4.0	22						46-01-35.3000N	165695.3000N	121-16-17.7000W	436577.7000W	1901.0							TREE	150.0												
21010	26222.*A	WA	'07/25	2730	100	TURF			07																			25			True														TREES	60.0												
21011	26222.02*A	WA	'07/25	2100	30	GRVL-G			07																	TREES	50.0	25																	TREES	50.0												
21012	26222.03*A	WA	'07/25	902	100	TURF			07						45-52-32.0000N	165152.0000N	120-40-26.0000W	434426.0000W	2320.0									25						45-52-35.0000N	165155.0000N	120-40-14.0000W	434414.0000W	2320.0																				
